image_filename,category_name,xmin,ymin,xmax,ymax,source,pair_id
048042.jpg,skirt,451,403,585,589,shop,3800
048042.jpg,vest,451,238,600,474,shop,3800
048074.jpg,short_sleeve_top,0,0,467,254,shop,3802
048074.jpg,shorts,10,142,467,580,shop,3802
048093.jpg,sling_dress,119,0,497,639,shop,3804
048093.jpg,short_sleeve_top,0,1,522,455,shop,3804
048153.jpg,vest_dress,0,257,355,621,user,3809
048363.jpg,short_sleeve_top,148,149,256,260,user,3830
048363.jpg,shorts,151,243,249,338,user,3830
048541.jpg,long_sleeve_top,330,154,567,499,shop,3843
048541.jpg,shorts,349,388,528,538,shop,3843
048547.jpg,long_sleeve_outwear,110,158,511,587,shop,3844
048547.jpg,trousers,228,327,420,852,shop,3844
048619.jpg,trousers,186,477,501,639,shop,3850
048619.jpg,long_sleeve_top,64,75,546,636,shop,3850
048693.jpg,sling,1,18,450,623,user,3860
048696.jpg,skirt,112,429,371,623,user,3860
048696.jpg,sling,48,29,368,569,user,3860
048697.jpg,skirt,137,390,414,623,user,3860
048697.jpg,sling,113,0,466,520,user,3860
048698.jpg,sling,0,26,466,629,user,3860
048699.jpg,trousers,210,471,490,798,shop,3860
048699.jpg,sling,286,202,561,587,shop,3860
048700.jpg,trousers,135,448,468,799,shop,3860
048700.jpg,sling,275,186,595,605,shop,3860
048702.jpg,sling,25,162,376,596,shop,3860
048815.jpg,long_sleeve_outwear,0,0,466,423,user,3872
048840.jpg,trousers,164,671,406,959,shop,3873
048840.jpg,long_sleeve_outwear,32,218,638,787,shop,3873
049005.jpg,skirt,215,734,585,1125,shop,3885
049005.jpg,long_sleeve_top,124,414,640,876,shop,3885
049105.jpg,long_sleeve_top,203,191,561,518,shop,3892
049105.jpg,shorts,269,453,519,638,shop,3892
049270.jpg,shorts,58,414,379,696,shop,3907
049270.jpg,short_sleeve_top,0,83,467,497,shop,3907
049378.jpg,trousers,38,485,343,701,shop,3918
049378.jpg,short_sleeve_top,27,195,410,608,shop,3918
049462.jpg,sling_dress,276,22,412,273,shop,3925
049462.jpg,long_sleeve_top,255,7,415,195,shop,3925
049465.jpg,sling_dress,283,199,414,480,shop,3925
049465.jpg,long_sleeve_top,257,186,431,347,shop,3925
049523.jpg,sling_dress,91,172,430,674,shop,3928
049588.jpg,trousers,55,649,450,959,shop,3936
049588.jpg,short_sleeve_top,91,281,568,758,shop,3936
049613.jpg,trousers,348,643,720,1149,shop,3939
049613.jpg,long_sleeve_top,295,417,543,741,shop,3939
049646.jpg,shorts,192,172,448,440,shop,3940
049646.jpg,vest,222,0,409,192,shop,3940
049659.jpg,long_sleeve_dress,216,312,560,958,shop,3941
049748.jpg,sling_dress,300,358,611,913,shop,3948
049748.jpg,short_sleeve_top,209,344,586,650,shop,3948
049760.jpg,long_sleeve_top,204,0,370,162,shop,3949
049760.jpg,trousers,205,126,372,758,shop,3949
049789.jpg,trousers,48,574,434,830,user,3950
049789.jpg,short_sleeve_top,0,0,464,830,user,3950
049838.jpg,skirt,99,368,417,681,shop,3952
049838.jpg,short_sleeve_top,73,164,349,431,shop,3952
049907.jpg,long_sleeve_top,90,188,380,441,shop,3956
049907.jpg,shorts,100,399,359,658,shop,3956
049940.jpg,long_sleeve_outwear,149,255,379,572,shop,3959
049978.jpg,skirt,153,332,311,550,shop,3962
049978.jpg,short_sleeve_top,520,193,608,347,shop,3962
049978.jpg,short_sleeve_top,135,202,244,401,shop,3962
049978.jpg,skirt,459,282,637,503,shop,3962
050002.jpg,skirt,275,502,490,717,shop,3963
050002.jpg,short_sleeve_top,229,345,535,522,shop,3963
050163.jpg,short_sleeve_top,112,0,482,232,shop,3977
050163.jpg,trousers,178,157,463,734,shop,3977
050193.jpg,long_sleeve_dress,282,68,487,668,shop,3979
050217.jpg,skirt,206,455,371,737,shop,3982
050217.jpg,long_sleeve_outwear,291,364,465,526,shop,3982
050318.jpg,shorts,343,836,797,1066,shop,3984
050318.jpg,short_sleeve_top,142,342,767,982,shop,3984
050355.jpg,shorts,112,59,349,363,shop,3986
050355.jpg,short_sleeve_top,118,1,343,118,shop,3986
050365.jpg,short_sleeve_top,153,3,389,228,shop,3986
050365.jpg,shorts,179,145,438,487,shop,3986
050400.jpg,vest,209,322,419,634,shop,3988
050400.jpg,trousers,257,536,423,856,shop,3988
050402.jpg,long_sleeve_top,220,331,449,674,shop,3988
050402.jpg,trousers,277,559,427,837,shop,3988
050409.jpg,shorts,250,465,619,791,shop,3989
050409.jpg,short_sleeve_top,145,1,641,556,shop,3989
050412.jpg,shorts,116,305,435,576,shop,3989
050412.jpg,short_sleeve_top,0,1,378,363,shop,3989
050416.jpg,skirt,17,515,385,623,user,3990
050416.jpg,long_sleeve_top,0,104,467,561,user,3990
050417.jpg,trousers,208,275,272,384,user,3990
050417.jpg,long_sleeve_top,188,172,271,346,user,3990
050608.jpg,shorts,54,490,379,623,user,4006
050608.jpg,short_sleeve_top,0,42,439,623,user,4006
050656.jpg,skirt,311,401,485,648,shop,4008
050656.jpg,short_sleeve_top,290,182,459,427,shop,4008
050792.jpg,long_sleeve_outwear,151,4,420,286,shop,4021
050792.jpg,trousers,236,206,426,566,shop,4021
050822.jpg,skirt,161,102,345,338,user,4023
050822.jpg,short_sleeve_top,122,0,345,118,user,4023
050832.jpg,skirt,321,280,452,438,shop,4023
050832.jpg,short_sleeve_top,338,162,494,307,shop,4023
050844.jpg,long_sleeve_dress,254,131,335,238,user,4025
050844.jpg,short_sleeve_dress,155,137,221,257,user,4025
050844.jpg,trousers,271,194,319,304,user,4025
050885.jpg,trousers,123,526,336,701,shop,4026
050885.jpg,short_sleeve_top,90,191,454,678,shop,4026
050896.jpg,short_sleeve_dress,172,3,385,494,user,4028
050915.jpg,short_sleeve_dress,244,202,414,593,shop,4029
050936.jpg,vest,201,1,465,232,shop,4032
050936.jpg,shorts,216,173,507,461,shop,4032
050952.jpg,vest_dress,6,96,432,656,user,4033
050979.jpg,short_sleeve_dress,576,134,756,575,shop,4034
050979.jpg,short_sleeve_dress,103,110,310,532,shop,4034
050983.jpg,short_sleeve_dress,594,232,755,547,shop,4034
050983.jpg,short_sleeve_dress,124,161,289,507,shop,4034
051026.jpg,trousers,188,293,404,742,shop,4036
051026.jpg,vest,212,12,531,356,shop,4036
051040.jpg,skirt,0,452,258,623,user,4037
051040.jpg,short_sleeve_top,0,164,467,589,user,4037
051067.jpg,short_sleeve_top,325,43,533,330,shop,4038
051067.jpg,trousers,132,95,438,444,shop,4038
051087.jpg,vest,136,131,258,289,shop,4040
051087.jpg,vest,600,257,665,337,shop,4040
051087.jpg,shorts,128,272,269,391,shop,4040
051087.jpg,shorts,605,330,668,389,shop,4040
051095.jpg,trousers,368,357,500,734,shop,4041
051095.jpg,long_sleeve_outwear,319,137,603,605,shop,4041
051149.jpg,sling_dress,186,230,463,804,shop,4047
051149.jpg,long_sleeve_dress,142,219,487,848,shop,4047
051155.jpg,sling_dress,155,161,329,579,shop,4047
051155.jpg,long_sleeve_dress,147,153,366,621,shop,4047
051175.jpg,trousers,171,311,427,866,shop,4049
051175.jpg,short_sleeve_top,103,216,431,431,shop,4049
051243.jpg,short_sleeve_top,5,1,467,231,shop,4054
051243.jpg,shorts,20,182,445,573,shop,4054
051331.jpg,long_sleeve_outwear,0,271,466,623,user,4065
051347.jpg,skirt,196,374,451,623,user,4065
051347.jpg,long_sleeve_outwear,0,0,401,623,user,4065
051363.jpg,trousers,149,477,367,701,shop,4067
051363.jpg,long_sleeve_outwear,102,155,402,666,shop,4067
051374.jpg,trousers,239,453,411,665,shop,4067
051374.jpg,long_sleeve_outwear,210,62,486,604,shop,4067
051385.jpg,shorts,238,492,396,578,shop,4068
051385.jpg,long_sleeve_outwear,199,277,410,507,shop,4068
051425.jpg,trousers,131,443,467,701,shop,4071
051425.jpg,short_sleeve_top,15,27,448,635,shop,4071
051450.jpg,trousers,119,338,393,621,user,4075
051450.jpg,short_sleeve_dress,82,0,467,499,user,4075
051509.jpg,shorts,0,454,233,623,user,4080
051509.jpg,long_sleeve_top,16,199,419,623,user,4080
051589.jpg,skirt,225,496,537,860,shop,4083
051589.jpg,skirt,514,368,649,582,shop,4083
051589.jpg,long_sleeve_top,149,261,514,621,shop,4083
051589.jpg,long_sleeve_top,482,198,642,499,shop,4083
051702.jpg,sling_dress,2,0,226,316,user,4092
051780.jpg,skirt,292,340,402,455,user,4100
051780.jpg,long_sleeve_top,273,182,427,397,user,4100
051816.jpg,skirt,117,240,466,623,user,4102
051816.jpg,short_sleeve_top,0,2,363,555,user,4102
051837.jpg,vest_dress,285,50,411,318,user,4103
051837.jpg,vest,64,59,183,220,user,4103
051837.jpg,vest_dress,58,56,189,323,user,4103
051837.jpg,vest,308,54,384,221,user,4103
051873.jpg,shorts,133,535,447,701,shop,4105
051873.jpg,long_sleeve_outwear,21,42,446,647,shop,4105
052025.jpg,vest_dress,90,193,425,623,user,4115
052101.jpg,skirt,131,546,555,916,shop,4124
052101.jpg,long_sleeve_top,107,235,634,611,shop,4124
052121.jpg,trousers,369,667,543,1036,shop,4125
052121.jpg,long_sleeve_top,331,430,583,723,shop,4125
052128.jpg,shorts,213,594,451,833,shop,4126
052128.jpg,vest,216,338,464,629,shop,4126
052139.jpg,shorts,205,488,435,740,shop,4126
052139.jpg,vest,213,221,456,528,shop,4126
052222.jpg,skirt,262,826,769,1198,shop,4130
052222.jpg,long_sleeve_outwear,121,427,797,1031,shop,4130
052374.jpg,sling_dress,4,0,428,623,user,4143
052378.jpg,sling_dress,0,39,467,606,user,4143
052385.jpg,sling_dress,0,200,445,621,user,4143
052385.jpg,short_sleeve_top,212,168,431,416,user,4143
052385.jpg,short_sleeve_top,0,179,337,562,user,4143
052385.jpg,sling_dress,215,182,467,517,user,4143
052432.jpg,vest_dress,193,0,576,639,shop,4146
052489.jpg,vest,218,0,427,140,shop,4150
052489.jpg,trousers,208,144,432,821,shop,4150
052504.jpg,short_sleeve_top,152,0,521,135,shop,4151
052504.jpg,shorts,193,103,487,375,shop,4151
052563.jpg,shorts,232,423,418,630,shop,4158
052563.jpg,short_sleeve_top,231,282,448,439,shop,4158
052619.jpg,shorts,140,263,272,382,user,4163
052619.jpg,short_sleeve_top,125,98,287,274,user,4163
052653.jpg,short_sleeve_top,304,1,487,70,shop,4166
052653.jpg,trousers,272,50,495,568,shop,4166
052921.jpg,trousers,121,372,573,601,shop,4188
052921.jpg,long_sleeve_outwear,439,265,700,552,shop,4188
052929.jpg,long_sleeve_dress,50,2,374,361,user,4189
052930.jpg,long_sleeve_dress,74,21,198,231,user,4189
052934.jpg,long_sleeve_dress,48,20,192,242,user,4189
052948.jpg,long_sleeve_dress,3,174,467,623,user,4189
052999.jpg,sling,250,20,408,190,shop,4192
052999.jpg,skirt,216,163,445,447,shop,4192
053089.jpg,sling,61,221,420,623,user,4200
053095.jpg,sling,72,28,437,344,user,4200
053096.jpg,sling,84,0,380,262,user,4200
053099.jpg,shorts,163,379,309,503,user,4200
053099.jpg,sling,167,213,308,413,user,4200
053100.jpg,skirt,231,379,303,522,user,4200
053100.jpg,sling,231,315,310,411,user,4200
053464.jpg,vest_dress,458,127,634,490,shop,4225
053562.jpg,shorts,165,318,443,551,shop,4232
053562.jpg,sling,157,34,516,496,shop,4232
053566.jpg,shorts,195,313,455,607,shop,4232
053566.jpg,sling,25,37,445,537,shop,4232
053570.jpg,shorts,103,406,450,653,shop,4232
053570.jpg,sling,135,43,495,585,shop,4232
053572.jpg,sling,58,0,632,800,shop,4232
053606.jpg,trousers,76,524,367,829,user,4235
053606.jpg,sling_dress,41,0,432,757,user,4235
053610.jpg,short_sleeve_top,42,0,297,294,user,4235
053610.jpg,sling_dress,20,0,297,361,user,4235
053621.jpg,short_sleeve_top,181,322,454,619,shop,4235
053621.jpg,sling_dress,199,312,449,794,shop,4235
053624.jpg,sling_dress,258,288,509,780,shop,4235
053624.jpg,short_sleeve_top,222,300,526,591,shop,4235
053693.jpg,skirt,117,178,266,623,user,4238
053693.jpg,sling,121,0,264,190,user,4238
053717.jpg,vest_dress,82,164,342,567,user,4241
053765.jpg,skirt,2,323,717,973,shop,4244
053765.jpg,short_sleeve_top,2,1,693,357,shop,4244
053833.jpg,shorts,318,768,530,926,shop,4250
053833.jpg,sling_dress,317,553,538,877,shop,4250
053837.jpg,shorts,320,718,539,898,shop,4250
053837.jpg,sling_dress,346,522,569,852,shop,4250
053917.jpg,skirt,244,449,536,784,shop,4258
053917.jpg,vest,260,206,512,474,shop,4258
053920.jpg,skirt,181,570,470,1008,shop,4258
053920.jpg,vest,271,262,574,639,shop,4258
053943.jpg,trousers,310,321,449,499,shop,4260
053943.jpg,short_sleeve_top,272,155,474,360,shop,4260
053973.jpg,short_sleeve_dress,186,9,415,339,shop,4262
053976.jpg,short_sleeve_dress,0,1,466,701,shop,4262
053994.jpg,trousers,251,410,585,799,shop,4263
053994.jpg,long_sleeve_outwear,187,30,608,609,shop,4263
054121.jpg,short_sleeve_dress,136,14,458,535,shop,4272
054138.jpg,shorts,269,741,563,920,shop,4273
054138.jpg,long_sleeve_top,164,384,562,824,shop,4273
054229.jpg,trousers,262,224,386,533,shop,4279
054229.jpg,short_sleeve_outwear,238,103,400,345,shop,4279
054229.jpg,vest,277,105,378,248,shop,4279
054231.jpg,short_sleeve_outwear,233,94,403,358,shop,4279
054231.jpg,vest,268,88,388,257,shop,4279
054231.jpg,trousers,248,232,377,554,shop,4279
054233.jpg,vest,274,104,400,259,shop,4279
054233.jpg,short_sleeve_outwear,252,98,417,353,shop,4279
054233.jpg,trousers,263,240,397,562,shop,4279
054269.jpg,short_sleeve_top,270,187,446,366,shop,4283
054269.jpg,trousers,283,365,409,758,shop,4283
054294.jpg,short_sleeve_dress,50,198,302,590,user,4285
054336.jpg,skirt,299,266,484,475,shop,4289
054336.jpg,short_sleeve_top,328,130,480,314,shop,4289
054372.jpg,short_sleeve_top,2,2,412,355,user,4293
054372.jpg,sling_dress,1,1,348,450,user,4293
054390.jpg,short_sleeve_top,265,123,461,268,shop,4293
054390.jpg,sling_dress,283,119,441,500,shop,4293
054426.jpg,long_sleeve_dress,313,1,659,603,shop,4296
054436.jpg,long_sleeve_dress,470,2,621,365,shop,4296
054445.jpg,skirt,174,497,388,913,shop,4298
054445.jpg,short_sleeve_top,255,336,387,556,shop,4298
054638.jpg,long_sleeve_top,93,366,552,843,shop,4312
054638.jpg,skirt,178,713,528,1015,shop,4312
054743.jpg,trousers,327,352,547,499,shop,4318
054743.jpg,long_sleeve_top,217,126,654,396,shop,4318
054749.jpg,trousers,187,450,417,886,shop,4318
054749.jpg,long_sleeve_top,156,249,479,502,shop,4318
054780.jpg,shorts,124,413,359,604,shop,4322
054780.jpg,short_sleeve_top,92,177,408,518,shop,4322
054792.jpg,skirt,62,345,408,623,shop,4324
054792.jpg,short_sleeve_top,104,135,362,391,shop,4324
054819.jpg,short_sleeve_outwear,317,19,518,291,shop,4327
054819.jpg,vest_dress,317,17,497,370,shop,4327
054849.jpg,sling_dress,291,303,476,587,shop,4330
054849.jpg,short_sleeve_top,351,313,487,437,shop,4330
054850.jpg,sling_dress,250,233,457,640,shop,4330
054850.jpg,short_sleeve_top,309,240,446,453,shop,4330
054852.jpg,sling_dress,284,289,459,605,shop,4330
054852.jpg,short_sleeve_top,316,295,427,433,shop,4330
054888.jpg,vest_dress,1,99,380,577,user,4334
054903.jpg,vest_dress,225,567,734,1199,shop,4335
054904.jpg,vest_dress,260,398,634,874,shop,4335
054959.jpg,vest_dress,186,223,436,645,shop,4339
054974.jpg,short_sleeve_top,220,153,391,300,shop,4341
054974.jpg,skirt,178,256,318,423,shop,4341
054997.jpg,trousers,110,158,195,303,user,4343
054997.jpg,long_sleeve_top,85,74,187,228,user,4343
055000.jpg,long_sleeve_top,0,63,467,623,user,4343
055074.jpg,trousers,177,612,471,959,shop,4351
055074.jpg,long_sleeve_dress,12,262,601,923,shop,4351
055166.jpg,shorts,132,468,370,651,shop,4361
055166.jpg,vest,14,173,394,551,shop,4361
055219.jpg,shorts,146,291,397,521,user,4365
055219.jpg,short_sleeve_top,97,57,464,353,user,4365
055287.jpg,long_sleeve_dress,6,6,350,446,user,4372
055396.jpg,short_sleeve_dress,210,193,421,547,shop,4380
055435.jpg,trousers,260,364,545,639,shop,4385
055435.jpg,short_sleeve_top,0,12,519,571,shop,4385
055441.jpg,trousers,219,353,501,639,shop,4385
055441.jpg,short_sleeve_top,88,0,480,455,shop,4385
055453.jpg,trousers,128,353,426,639,shop,4385
055453.jpg,short_sleeve_top,142,0,639,559,shop,4385
055503.jpg,shorts,202,678,507,872,shop,4389
055503.jpg,short_sleeve_top,185,270,587,761,shop,4389
055544.jpg,skirt,371,585,670,847,shop,4391
055544.jpg,long_sleeve_outwear,256,256,599,703,shop,4391
055552.jpg,skirt,320,465,590,669,shop,4391
055552.jpg,long_sleeve_outwear,302,193,563,606,shop,4391
055553.jpg,short_sleeve_dress,4,5,249,447,user,4392
055566.jpg,shorts,306,287,443,394,shop,4393
055566.jpg,short_sleeve_top,260,126,451,307,shop,4393
055607.jpg,sling_dress,146,208,472,959,shop,4398
055607.jpg,short_sleeve_top,205,203,611,472,shop,4398
055623.jpg,short_sleeve_top,168,170,416,393,shop,4399
055623.jpg,shorts,223,364,425,550,shop,4399
055795.jpg,sling_dress,157,164,356,576,user,4412
055799.jpg,sling_dress,302,146,451,560,shop,4412
055804.jpg,sling_dress,188,172,403,544,shop,4412
055838.jpg,skirt,137,686,465,786,shop,4417
055838.jpg,long_sleeve_top,0,222,557,757,shop,4417
055910.jpg,sling_dress,136,108,540,682,shop,4424
055932.jpg,skirt,261,713,682,1204,shop,4426
055932.jpg,vest,261,375,551,798,shop,4426
055969.jpg,short_sleeve_dress,219,275,432,578,shop,4427
056054.jpg,long_sleeve_top,182,144,563,525,shop,4434
056054.jpg,trousers,315,357,537,898,shop,4434
056070.jpg,skirt,326,350,537,605,shop,4435
056070.jpg,long_sleeve_top,257,152,548,539,shop,4435
056155.jpg,trousers,196,85,472,834,shop,4442
056162.jpg,skirt,124,439,677,712,shop,4443
056162.jpg,vest,16,57,427,644,shop,4443
056241.jpg,skirt,128,38,345,576,shop,4447
056241.jpg,long_sleeve_top,87,0,316,103,shop,4447
056272.jpg,shorts,0,85,467,431,user,4451
056329.jpg,sling_dress,86,257,638,959,shop,4457
056387.jpg,vest_dress,69,234,422,623,user,4461
056416.jpg,skirt,406,461,677,730,shop,4463
056416.jpg,short_sleeve_top,409,308,659,511,shop,4463
056434.jpg,long_sleeve_dress,151,93,569,893,shop,4464
056502.jpg,short_sleeve_dress,152,243,530,740,shop,4473
056557.jpg,trousers,53,212,565,631,shop,4477
056557.jpg,long_sleeve_outwear,205,12,699,533,shop,4477
056578.jpg,vest_dress,112,178,377,601,shop,4478
056578.jpg,long_sleeve_outwear,77,93,439,473,shop,4478
056582.jpg,short_sleeve_dress,27,18,368,562,shop,4478
056582.jpg,long_sleeve_outwear,22,16,431,464,shop,4478
056600.jpg,skirt,273,747,604,979,shop,4479
056600.jpg,long_sleeve_top,283,381,622,851,shop,4479
056608.jpg,skirt,276,759,501,1025,shop,4479
056608.jpg,long_sleeve_top,250,380,521,828,shop,4479
056683.jpg,long_sleeve_top,178,0,488,146,shop,4483
056683.jpg,trousers,155,139,510,754,shop,4483
056754.jpg,shorts,256,599,524,791,shop,4489
056754.jpg,long_sleeve_top,171,268,609,727,shop,4489
056762.jpg,vest_dress,120,156,463,534,shop,4490
056765.jpg,vest_dress,95,266,615,679,shop,4490
056808.jpg,skirt,75,444,412,620,user,4495
056808.jpg,long_sleeve_top,0,0,467,615,user,4495
056938.jpg,sling_dress,80,61,413,640,user,4505
056943.jpg,short_sleeve_top,150,0,639,461,shop,4505
056943.jpg,sling_dress,145,0,511,719,shop,4505
056993.jpg,skirt,55,440,361,655,shop,4510
056993.jpg,long_sleeve_top,61,158,371,478,shop,4510
057064.jpg,trousers,233,776,466,1124,shop,4517
057064.jpg,long_sleeve_top,180,498,521,880,shop,4517
057113.jpg,long_sleeve_dress,0,0,466,619,user,4520
057116.jpg,long_sleeve_dress,0,4,350,467,user,4520
057147.jpg,long_sleeve_dress,0,142,219,383,user,4524
057155.jpg,long_sleeve_dress,273,213,520,595,shop,4524
057251.jpg,short_sleeve_top,261,8,453,160,shop,4532
057251.jpg,shorts,289,141,416,256,shop,4532
057273.jpg,skirt,37,36,421,620,shop,4533
057273.jpg,sling,76,1,392,82,shop,4533
057280.jpg,skirt,101,350,348,694,shop,4533
057280.jpg,sling,143,150,316,403,shop,4533
057365.jpg,vest_dress,21,0,380,623,user,4542
057386.jpg,long_sleeve_top,287,1,645,317,shop,4545
057386.jpg,trousers,307,235,589,1016,shop,4545
057407.jpg,shorts,256,622,517,800,shop,4546
057407.jpg,long_sleeve_top,142,292,592,816,shop,4546
057488.jpg,trousers,480,368,631,727,shop,4551
057488.jpg,short_sleeve_top,449,244,647,379,shop,4551
057551.jpg,trousers,193,439,591,714,shop,4557
057551.jpg,short_sleeve_top,97,0,695,507,shop,4557
057559.jpg,trousers,210,481,467,701,shop,4557
057559.jpg,short_sleeve_top,37,222,451,612,shop,4557
057616.jpg,sling_dress,173,78,306,368,user,4562
057616.jpg,short_sleeve_top,164,73,299,230,user,4562
057643.jpg,short_sleeve_top,1,59,460,329,user,4564
057687.jpg,trousers,246,395,434,833,shop,4564
057687.jpg,short_sleeve_top,212,193,471,439,shop,4564
057824.jpg,sling_dress,15,108,145,569,user,4577
057824.jpg,short_sleeve_top,17,112,160,239,user,4577
057888.jpg,short_sleeve_top,314,215,506,384,shop,4581
057888.jpg,skirt,170,316,466,611,shop,4581
057986.jpg,short_sleeve_top,101,0,293,99,shop,4591
057986.jpg,trousers,157,74,299,592,shop,4591
058015.jpg,long_sleeve_outwear,20,118,313,474,user,4592
058022.jpg,short_sleeve_dress,73,1,333,344,user,4593
058085.jpg,short_sleeve_top,1,1,466,629,user,4599
058140.jpg,long_sleeve_outwear,135,134,392,440,shop,4603
058140.jpg,short_sleeve_dress,142,134,365,536,shop,4603
058162.jpg,long_sleeve_dress,247,222,457,576,shop,4604
058212.jpg,skirt,38,201,240,463,user,4608
058212.jpg,vest,47,3,268,245,user,4608
058217.jpg,skirt,12,250,318,624,shop,4608
058217.jpg,vest,115,49,407,346,shop,4608
058247.jpg,shorts,70,476,439,755,user,4610
058247.jpg,short_sleeve_top,0,0,467,566,user,4610
058348.jpg,short_sleeve_top,0,0,467,467,user,4617
058382.jpg,trousers,132,245,577,639,shop,4619
058382.jpg,short_sleeve_top,29,1,454,472,shop,4619
058446.jpg,shorts,244,450,478,719,shop,4624
058446.jpg,long_sleeve_top,138,243,467,573,shop,4624
058506.jpg,short_sleeve_top,154,152,444,405,shop,4630
058506.jpg,shorts,210,365,420,556,shop,4630
058511.jpg,short_sleeve_top,127,164,532,583,shop,4630
058511.jpg,shorts,237,516,551,793,shop,4630
058514.jpg,short_sleeve_top,249,160,455,460,shop,4631
058514.jpg,trousers,228,406,472,863,shop,4631
058597.jpg,short_sleeve_top,212,68,521,292,shop,4637
058597.jpg,shorts,269,255,515,473,shop,4637
058604.jpg,short_sleeve_top,167,33,471,316,shop,4637
058604.jpg,shorts,152,279,376,362,shop,4637
058654.jpg,short_sleeve_top,297,16,400,77,shop,4641
058654.jpg,trousers,283,58,451,390,shop,4641
058689.jpg,trousers,192,573,612,799,shop,4644
058689.jpg,short_sleeve_top,135,14,680,705,shop,4644
058735.jpg,vest,258,200,547,519,shop,4648
058735.jpg,shorts,252,476,508,757,shop,4648
058737.jpg,short_sleeve_top,266,240,667,582,shop,4648
058737.jpg,shorts,202,532,510,873,shop,4648
058764.jpg,long_sleeve_dress,66,429,213,702,shop,4650
058772.jpg,long_sleeve_dress,289,334,434,688,shop,4650
058940.jpg,long_sleeve_dress,0,70,190,627,user,4663
058944.jpg,long_sleeve_dress,0,181,337,581,user,4663
058962.jpg,shorts,123,397,399,680,shop,4664
058962.jpg,long_sleeve_outwear,74,142,435,700,shop,4664
058985.jpg,shorts,144,286,304,429,shop,4664
058985.jpg,long_sleeve_outwear,97,121,332,491,shop,4664
058996.jpg,shorts,109,325,395,620,shop,4664
058996.jpg,long_sleeve_outwear,0,52,456,690,shop,4664
059068.jpg,shorts,40,191,435,467,user,4673
059068.jpg,sling,29,1,429,444,user,4673
059079.jpg,sling,18,172,385,623,user,4673
059089.jpg,sling,260,170,461,534,shop,4673
059163.jpg,skirt,124,425,392,692,shop,4680
059163.jpg,long_sleeve_top,57,198,378,473,shop,4680
059177.jpg,shorts,54,190,255,365,user,4682
059177.jpg,short_sleeve_top,0,0,81,205,user,4682
059177.jpg,short_sleeve_top,46,33,247,218,user,4682
059177.jpg,shorts,0,180,94,393,user,4682
059219.jpg,sling_dress,92,53,542,754,shop,4685
059225.jpg,sling_dress,75,58,534,793,shop,4685
059230.jpg,trousers,260,371,560,748,shop,4686
059230.jpg,long_sleeve_top,164,0,695,495,shop,4686
059238.jpg,sling_dress,184,304,475,776,shop,4687
059238.jpg,short_sleeve_top,218,310,408,516,shop,4687
059256.jpg,skirt,339,188,682,611,shop,4688
059256.jpg,long_sleeve_outwear,135,5,651,586,shop,4688
059278.jpg,shorts,183,551,453,793,shop,4690
059278.jpg,long_sleeve_outwear,141,200,534,763,shop,4690
059288.jpg,vest_dress,167,234,606,895,shop,4690
059288.jpg,long_sleeve_outwear,90,160,558,832,shop,4690
059308.jpg,long_sleeve_top,1,220,466,621,user,4693
059319.jpg,long_sleeve_top,0,0,465,624,user,4693
059367.jpg,trousers,178,537,548,1124,shop,4697
059367.jpg,short_sleeve_top,71,48,626,760,shop,4697
059410.jpg,short_sleeve_dress,226,389,444,753,shop,4699
059415.jpg,short_sleeve_dress,407,342,610,728,shop,4699
059430.jpg,long_sleeve_dress,1,285,466,726,user,4702
059496.jpg,shorts,207,391,385,522,shop,4706
059496.jpg,long_sleeve_outwear,148,171,451,572,shop,4706
059639.jpg,vest_dress,27,121,370,472,user,4713
059650.jpg,trousers,291,17,510,596,shop,4714
059677.jpg,long_sleeve_outwear,185,404,407,905,shop,4715
059677.jpg,trousers,206,682,474,1130,shop,4715
059692.jpg,long_sleeve_outwear,219,375,543,864,shop,4715
059692.jpg,trousers,281,654,490,1102,shop,4715
059716.jpg,vest_dress,139,114,370,670,shop,4718
059845.jpg,sling,294,109,487,423,shop,4730
059845.jpg,long_sleeve_outwear,279,107,492,490,shop,4730
059895.jpg,skirt,214,344,450,584,shop,4735
059895.jpg,long_sleeve_outwear,204,163,470,509,shop,4735
059967.jpg,vest_dress,263,212,563,707,shop,4740
060029.jpg,long_sleeve_top,79,1,386,181,shop,4747
060029.jpg,trousers,158,119,431,817,shop,4747
060038.jpg,vest_dress,407,315,637,655,shop,4749
060038.jpg,vest_dress,2,330,473,946,shop,4749
060051.jpg,vest_dress,158,157,529,616,shop,4750
060056.jpg,trousers,87,223,203,398,user,4751
060056.jpg,short_sleeve_top,73,0,239,254,user,4751
060090.jpg,long_sleeve_outwear,155,182,294,515,user,4755
060104.jpg,skirt,202,316,476,894,shop,4758
060104.jpg,short_sleeve_top,185,65,476,331,shop,4758
060121.jpg,trousers,155,322,325,701,shop,4759
060121.jpg,short_sleeve_top,120,158,376,423,shop,4759
060178.jpg,long_sleeve_outwear,292,158,559,464,shop,4765
060178.jpg,trousers,199,358,550,777,shop,4765
060299.jpg,shorts,32,78,467,522,shop,4775
060302.jpg,long_sleeve_top,213,234,515,461,shop,4775
060302.jpg,shorts,266,411,445,590,shop,4775
060351.jpg,vest,2,26,464,717,user,4779
060436.jpg,trousers,183,599,500,1025,shop,4785
060436.jpg,long_sleeve_outwear,123,131,545,881,shop,4785
